5772b0ca|ACH:ACH 200VALJADE_HOWTO
44855470|info:INFO_IKENX4_00010841
44855471|info:INFO_IKENX4_00010842
44855472|info:INFO_IKENX4_00010843
44855473|info:INFO_IKENX4_00010844
44855474|info:INFO_IKENX4_00010845
44855477|info:INFO_IKENX4_00010848
44855478|info:INFO_IKENX4_00010849
44855490|info:INFO_IKENX4_00010850
44855491|info:INFO_IKENX4_00010851
44855492|info:INFO_IKENX4_00010852
44855493|info:INFO_IKENX4_00010853
44855494|info:INFO_IKENX4_00010854
44855495|info:INFO_IKENX4_00010855
44855496|info:INFO_IKENX4_00010856
44855497|info:INFO_IKENX4_00010857
44855499|info:INFO_IKENX4_00010859
448554b1|info:INFO_IKENX4_00010860
448554b2|info:INFO_IKENX4_00010861
448554b3|info:INFO_IKENX4_00010862
448554b4|info:INFO_IKENX4_00010863
448554b6|info:INFO_IKENX4_00010865
448554b7|info:INFO_IKENX4_00010866
448554b8|info:INFO_IKENX4_00010867
448554b9|info:INFO_IKENX4_00010868
448554ba|info:INFO_IKENX4_00010869
448554d2|info:INFO_IKENX4_00010870
448554d3|info:INFO_IKENX4_00010871
448554d4|info:INFO_IKENX4_00010872
448554d5|info:INFO_IKENX4_00010873
448554d6|info:INFO_IKENX4_00010874
448554d7|info:INFO_IKENX4_00010875
448554d8|info:INFO_IKENX4_00010876
448554d9|info:INFO_IKENX4_00010877
448554da|info:INFO_IKENX4_00010878
448554db|info:INFO_IKENX4_00010879
448554f3|info:INFO_IKENX4_00010880
448554f4|info:INFO_IKENX4_00010881
448554f5|info:INFO_IKENX4_00010882
448554f6|info:INFO_IKENX4_00010883
448554f7|info:INFO_IKENX4_00010884
448554f8|info:INFO_IKENX4_00010885
448554f9|info:INFO_IKENX4_00010886
448554fa|info:INFO_IKENX4_00010887
448554fb|info:INFO_IKENX4_00010888
44855514|info:INFO_IKENX4_00010890
44855515|info:INFO_IKENX4_00010891
44855516|info:INFO_IKENX4_00010892
44855517|info:INFO_IKENX4_00010893
44855518|info:INFO_IKENX4_00010894
44855519|info:INFO_IKENX4_00010895
4485551a|info:INFO_IKENX4_00010896
4485551b|info:INFO_IKENX4_00010897
4485551c|info:INFO_IKENX4_00010898
4485551d|info:INFO_IKENX4_00010899
4485582c|info:INFO_IKENX4_00010900
4485582d|info:INFO_IKENX4_00010901
4485582e|info:INFO_IKENX4_00010902
4485582f|info:INFO_IKENX4_00010903
44855831|info:INFO_IKENX4_00010905
44855832|info:INFO_IKENX4_00010906
44855833|info:INFO_IKENX4_00010907
44855834|info:INFO_IKENX4_00010908
44855835|info:INFO_IKENX4_00010909
4485584d|info:INFO_IKENX4_00010910
4485584e|info:INFO_IKENX4_00010911
4485584f|info:INFO_IKENX4_00010912
44855850|info:INFO_IKENX4_00010913
44855851|info:INFO_IKENX4_00010914
44855852|info:INFO_IKENX4_00010915
44855853|info:INFO_IKENX4_00010916
44855854|info:INFO_IKENX4_00010917
44855855|info:INFO_IKENX4_00010918
44855856|info:INFO_IKENX4_00010919
4485586f|info:INFO_IKENX4_00010921
44855870|info:INFO_IKENX4_00010922
44855871|info:INFO_IKENX4_00010923
44855872|info:INFO_IKENX4_00010924
44855873|info:INFO_IKENX4_00010925
44855874|info:INFO_IKENX4_00010926
44855875|info:INFO_IKENX4_00010927
44855876|info:INFO_IKENX4_00010928
44855877|info:INFO_IKENX4_00010929
4485588f|info:INFO_IKENX4_00010930
44855890|info:INFO_IKENX4_00010931
44855891|info:INFO_IKENX4_00010932
44855892|info:INFO_IKENX4_00010933
44855893|info:INFO_IKENX4_00010934
44855894|info:INFO_IKENX4_00010935
44855895|info:INFO_IKENX4_00010936
44855896|info:INFO_IKENX4_00010937
44855897|info:INFO_IKENX4_00010938
44855898|info:INFO_IKENX4_00010939
448558b0|info:INFO_IKENX4_00010940
448558b1|info:INFO_IKENX4_00010941
448558b2|info:INFO_IKENX4_00010942
448558b3|info:INFO_IKENX4_00010943
448558b4|info:INFO_IKENX4_00010944
448558b5|info:INFO_IKENX4_00010945
448558b6|info:INFO_IKENX4_00010946
448558b7|info:INFO_IKENX4_00010947
448558b8|info:INFO_IKENX4_00010948
448558b9|info:INFO_IKENX4_00010949
448558d1|info:INFO_IKENX4_00010950
448558d2|info:INFO_IKENX4_00010951
448558d4|info:INFO_IKENX4_00010953
448558d5|info:INFO_IKENX4_00010954
448558d6|info:INFO_IKENX4_00010955
448558d7|info:INFO_IKENX4_00010956
448558d9|info:INFO_IKENX4_00010958
448558da|info:INFO_IKENX4_00010959
448558f2|info:INFO_IKENX4_00010960
448558f4|info:INFO_IKENX4_00010962
448558f5|info:INFO_IKENX4_00010963
448558f6|info:INFO_IKENX4_00010964
448558f7|info:INFO_IKENX4_00010965
448558f8|info:INFO_IKENX4_00010966
448558f9|info:INFO_IKENX4_00010967
448558fa|info:INFO_IKENX4_00010968
448558fb|info:INFO_IKENX4_00010969
44855913|info:INFO_IKENX4_00010970
44855914|info:INFO_IKENX4_00010971
44855915|info:INFO_IKENX4_00010972
44855916|info:INFO_IKENX4_00010973
44855917|info:INFO_IKENX4_00010974
44855918|info:INFO_IKENX4_00010975
44855919|info:INFO_IKENX4_00010976
4485591a|info:INFO_IKENX4_00010977
4485591b|info:INFO_IKENX4_00010978
4485591c|info:INFO_IKENX4_00010979
44855934|info:INFO_IKENX4_00010980
44855935|info:INFO_IKENX4_00010981
44855936|info:INFO_IKENX4_00010982
44855937|info:INFO_IKENX4_00010983
44855938|info:INFO_IKENX4_00010984
44855939|info:INFO_IKENX4_00010985
4485593a|info:INFO_IKENX4_00010986
4485593b|info:INFO_IKENX4_00010987
4485593c|info:INFO_IKENX4_00010988
4485593d|info:INFO_IKENX4_00010989
44855955|info:INFO_IKENX4_00010990
44855956|info:INFO_IKENX4_00010991
44855957|info:INFO_IKENX4_00010992
44855958|info:INFO_IKENX4_00010993
44855959|info:INFO_IKENX4_00010994
4485595a|info:INFO_IKENX4_00010995
4485595b|info:INFO_IKENX4_00010996
4485595c|info:INFO_IKENX4_00010997
4485595d|info:INFO_IKENX4_00010998
4485595e|info:INFO_IKENX4_00010999
4485be44|info:INFO_IKENX4_00011000
4485be45|info:INFO_IKENX4_00011001
4485be46|info:INFO_IKENX4_00011002
4485be47|info:INFO_IKENX4_00011003
4485be48|info:INFO_IKENX4_00011004
4485be49|info:INFO_IKENX4_00011005
4485be4a|info:INFO_IKENX4_00011006
4485be4b|info:INFO_IKENX4_00011007
4485be4c|info:INFO_IKENX4_00011008
4485be4d|info:INFO_IKENX4_00011009
4485be65|info:INFO_IKENX4_00011010
4485be66|info:INFO_IKENX4_00011011
4485be67|info:INFO_IKENX4_00011012
4485be68|info:INFO_IKENX4_00011013
4485be69|info:INFO_IKENX4_00011014
4485be6a|info:INFO_IKENX4_00011015
4485be6b|info:INFO_IKENX4_00011016
4485be6c|info:INFO_IKENX4_00011017
4485be6d|info:INFO_IKENX4_00011018
4485be6e|info:INFO_IKENX4_00011019
4485be86|info:INFO_IKENX4_00011020
4485be87|info:INFO_IKENX4_00011021
4485be88|info:INFO_IKENX4_00011022
4485be89|info:INFO_IKENX4_00011023
4485be8a|info:INFO_IKENX4_00011024
4485be8b|info:INFO_IKENX4_00011025
4485be8c|info:INFO_IKENX4_00011026
4485be8d|info:INFO_IKENX4_00011027
4485be8e|info:INFO_IKENX4_00011028
4485be8f|info:INFO_IKENX4_00011029
4485bea7|info:INFO_IKENX4_00011030
4485bea8|info:INFO_IKENX4_00011031
4485bea9|info:INFO_IKENX4_00011032
4485beaa|info:INFO_IKENX4_00011033
4485beab|info:INFO_IKENX4_00011034
4485beac|info:INFO_IKENX4_00011035
4485bead|info:INFO_IKENX4_00011036
4485beae|info:INFO_IKENX4_00011037
4485beaf|info:INFO_IKENX4_00011038
4485beb0|info:INFO_IKENX4_00011039
4485bec9|info:INFO_IKENX4_00011041
4485beca|info:INFO_IKENX4_00011042
4485becb|info:INFO_IKENX4_00011043
4485becc|info:INFO_IKENX4_00011044
4485becd|info:INFO_IKENX4_00011045
4485bece|info:INFO_IKENX4_00011046
4485becf|info:INFO_IKENX4_00011047
4485bed0|info:INFO_IKENX4_00011048
4485bed1|info:INFO_IKENX4_00011049
4485bee9|info:INFO_IKENX4_00011050
4485beea|info:INFO_IKENX4_00011051
4485beeb|info:INFO_IKENX4_00011052
4485beec|info:INFO_IKENX4_00011053
4485beed|info:INFO_IKENX4_00011054
4485beee|info:INFO_IKENX4_00011055
4485beef|info:INFO_IKENX4_00011056
4485bef0|info:INFO_IKENX4_00011057
4485bef1|info:INFO_IKENX4_00011058
4485bef2|info:INFO_IKENX4_00011059
4485bf0a|info:INFO_IKENX4_00011060
4485bf0b|info:INFO_IKENX4_00011061
4485bf0c|info:INFO_IKENX4_00011062
4485bf0d|info:INFO_IKENX4_00011063
4485bf0e|info:INFO_IKENX4_00011064
4485bf0f|info:INFO_IKENX4_00011065
4485bf10|info:INFO_IKENX4_00011066
4485bf11|info:INFO_IKENX4_00011067
4485bf12|info:INFO_IKENX4_00011068
4485bf13|info:INFO_IKENX4_00011069
4485bf2b|info:INFO_IKENX4_00011070
4485bf2c|info:INFO_IKENX4_00011071
4485bf2d|info:INFO_IKENX4_00011072
4485bf2e|info:INFO_IKENX4_00011073
4485bf2f|info:INFO_IKENX4_00011074
4485bf31|info:INFO_IKENX4_00011076
4485bf32|info:INFO_IKENX4_00011077
4485bf33|info:INFO_IKENX4_00011078
4485bf34|info:INFO_IKENX4_00011079
4485bf4c|info:INFO_IKENX4_00011080
4485bf4d|info:INFO_IKENX4_00011081
4485bf4e|info:INFO_IKENX4_00011082
4485bf4f|info:INFO_IKENX4_00011083
4485bf50|info:INFO_IKENX4_00011084
4485bf51|info:INFO_IKENX4_00011085
4485bf52|info:INFO_IKENX4_00011086
4485bf53|info:INFO_IKENX4_00011087
4485bf54|info:INFO_IKENX4_00011088
4485bf55|info:INFO_IKENX4_00011089
4485bf6d|info:INFO_IKENX4_00011090
4485bf6e|info:INFO_IKENX4_00011091
4485bf6f|info:INFO_IKENX4_00011092
4485bf70|info:INFO_IKENX4_00011093
4485bf71|info:INFO_IKENX4_00011094
4485bf72|info:INFO_IKENX4_00011095
4485bf73|info:INFO_IKENX4_00011096
4485bf74|info:INFO_IKENX4_00011097
4485bf75|info:INFO_IKENX4_00011098
4485bf76|info:INFO_IKENX4_00011099
4485c285|info:INFO_IKENX4_00011100
4485c286|info:INFO_IKENX4_00011101
4485c287|info:INFO_IKENX4_00011102
4485c288|info:INFO_IKENX4_00011103
4485c289|info:INFO_IKENX4_00011104
4485c28a|info:INFO_IKENX4_00011105
4485c28b|info:INFO_IKENX4_00011106
4485c28c|info:INFO_IKENX4_00011107
4485c28d|info:INFO_IKENX4_00011108
4485c28e|info:INFO_IKENX4_00011109
4485c2a7|info:INFO_IKENX4_00011111
4485c2a8|info:INFO_IKENX4_00011112
4485c2a9|info:INFO_IKENX4_00011113
4485c2aa|info:INFO_IKENX4_00011114
4485c2ab|info:INFO_IKENX4_00011115
4485c2ac|info:INFO_IKENX4_00011116
4485c2ad|info:INFO_IKENX4_00011117
4485c2ae|info:INFO_IKENX4_00011118
4485c2af|info:INFO_IKENX4_00011119
4485c2c7|info:INFO_IKENX4_00011120
4485c2c8|info:INFO_IKENX4_00011121
4485c2c9|info:INFO_IKENX4_00011122
4485c2ca|info:INFO_IKENX4_00011123
4485c2cb|info:INFO_IKENX4_00011124
4485c2cd|info:INFO_IKENX4_00011126
4485c2ce|info:INFO_IKENX4_00011127
4485c2cf|info:INFO_IKENX4_00011128
4485c2d0|info:INFO_IKENX4_00011129
4485c2e8|info:INFO_IKENX4_00011130
4485c2e9|info:INFO_IKENX4_00011131
4485c2ea|info:INFO_IKENX4_00011132
4485c2eb|info:INFO_IKENX4_00011133
4485c2ec|info:INFO_IKENX4_00011134
4485c2ee|info:INFO_IKENX4_00011136
4485c2ef|info:INFO_IKENX4_00011137
4485c2f0|info:INFO_IKENX4_00011138
4485c2f1|info:INFO_IKENX4_00011139
4485c309|info:INFO_IKENX4_00011140
4485c30a|info:INFO_IKENX4_00011141
4485c30b|info:INFO_IKENX4_00011142
4485c30c|info:INFO_IKENX4_00011143
4485c30d|info:INFO_IKENX4_00011144
4485c30e|info:INFO_IKENX4_00011145
4485c30f|info:INFO_IKENX4_00011146
4485c310|info:INFO_IKENX4_00011147
4485c311|info:INFO_IKENX4_00011148
4485c312|info:INFO_IKENX4_00011149
4485c32a|info:INFO_IKENX4_00011150
4485c32b|info:INFO_IKENX4_00011151
4485c32c|info:INFO_IKENX4_00011152
4485c32d|info:INFO_IKENX4_00011153
4485c32e|info:INFO_IKENX4_00011154
4485c32f|info:INFO_IKENX4_00011155
4485c330|info:INFO_IKENX4_00011156
4485c331|info:INFO_IKENX4_00011157
4485c332|info:INFO_IKENX4_00011158
4485c333|info:INFO_IKENX4_00011159
4485c34b|info:INFO_IKENX4_00011160
4485c34c|info:INFO_IKENX4_00011161
4485c34d|info:INFO_IKENX4_00011162
4485c34e|info:INFO_IKENX4_00011163
4485c34f|info:INFO_IKENX4_00011164
4485c350|info:INFO_IKENX4_00011165
4485c351|info:INFO_IKENX4_00011166
4485c352|info:INFO_IKENX4_00011167
4485c353|info:INFO_IKENX4_00011168
4485c354|info:INFO_IKENX4_00011169
4485c36c|info:INFO_IKENX4_00011170
4485c36d|info:INFO_IKENX4_00011171
4485c36e|info:INFO_IKENX4_00011172
4485c371|info:INFO_IKENX4_00011175
4485c372|info:INFO_IKENX4_00011176
4485c373|info:INFO_IKENX4_00011177
4485c374|info:INFO_IKENX4_00011178
4485c375|info:INFO_IKENX4_00011179
4485c38d|info:INFO_IKENX4_00011180
4485c38e|info:INFO_IKENX4_00011181
4485c38f|info:INFO_IKENX4_00011182
4485c390|info:INFO_IKENX4_00011183
4485c391|info:INFO_IKENX4_00011184
4485c392|info:INFO_IKENX4_00011185
4485c393|info:INFO_IKENX4_00011186
4485c394|info:INFO_IKENX4_00011187
4485c395|info:INFO_IKENX4_00011188
4485c396|info:INFO_IKENX4_00011189
4485c3ae|info:INFO_IKENX4_00011190
4485c3af|info:INFO_IKENX4_00011191
4485c3b0|info:INFO_IKENX4_00011192
4485c3b1|info:INFO_IKENX4_00011193
4485c3b2|info:INFO_IKENX4_00011194
4485c3b3|info:INFO_IKENX4_00011195
4485c3b5|info:INFO_IKENX4_00011197
4485c3b6|info:INFO_IKENX4_00011198
4485c3b7|info:INFO_IKENX4_00011199
4485c6c6|info:INFO_IKENX4_00011200
4485c6c7|info:INFO_IKENX4_00011201
4485c6c8|info:INFO_IKENX4_00011202
4485c6c9|info:INFO_IKENX4_00011203
4485c6ca|info:INFO_IKENX4_00011204
4485c6cd|info:INFO_IKENX4_00011207
4485c6ce|info:INFO_IKENX4_00011208
4485c6e7|info:INFO_IKENX4_00011210
4485c6e9|info:INFO_IKENX4_00011212
4485c6eb|info:INFO_IKENX4_00011214
4485c6ec|info:INFO_IKENX4_00011215
4485c6ee|info:INFO_IKENX4_00011217
4485c6ef|info:INFO_IKENX4_00011218
4485c6f0|info:INFO_IKENX4_00011219
4485c708|info:INFO_IKENX4_00011220
4485c70a|info:INFO_IKENX4_00011222
4485c70c|info:INFO_IKENX4_00011224
4485c70d|info:INFO_IKENX4_00011225
4485c70e|info:INFO_IKENX4_00011226
4485c70f|info:INFO_IKENX4_00011227
4485c711|info:INFO_IKENX4_00011229
4485c729|info:INFO_IKENX4_00011230
4485c72a|info:INFO_IKENX4_00011231
4485c72b|info:INFO_IKENX4_00011232
4485c72e|info:INFO_IKENX4_00011235
4485c72f|info:INFO_IKENX4_00011236
4485c730|info:INFO_IKENX4_00011237
4485c731|info:INFO_IKENX4_00011238
4485c732|info:INFO_IKENX4_00011239
4485c74a|info:INFO_IKENX4_00011240
4485c74c|info:INFO_IKENX4_00011242
4485c74e|info:INFO_IKENX4_00011244
4485c74f|info:INFO_IKENX4_00011245
4485c751|info:INFO_IKENX4_00011247
4485c752|info:INFO_IKENX4_00011248
4485c753|info:INFO_IKENX4_00011249
4485c76c|info:INFO_IKENX4_00011251
4485c76d|info:INFO_IKENX4_00011252
4485c78c|info:INFO_IKENX4_00011260
4485c78d|info:INFO_IKENX4_00011261
4485c78e|info:INFO_IKENX4_00011262
4485c78f|info:INFO_IKENX4_00011263
4485c790|info:INFO_IKENX4_00011264
4485c791|info:INFO_IKENX4_00011265
4485c792|info:INFO_IKENX4_00011266
4485c793|info:INFO_IKENX4_00011267
4485c794|info:INFO_IKENX4_00011268
4485c795|info:INFO_IKENX4_00011269
4485c7ad|info:INFO_IKENX4_00011270
4485c7ae|info:INFO_IKENX4_00011271
4485c7af|info:INFO_IKENX4_00011272
4485c7b0|info:INFO_IKENX4_00011273
4485c7b1|info:INFO_IKENX4_00011274
4485c7b2|info:INFO_IKENX4_00011275
4485c7b3|info:INFO_IKENX4_00011276
4485c7b4|info:INFO_IKENX4_00011277
4485c7b5|info:INFO_IKENX4_00011278
4485c7b6|info:INFO_IKENX4_00011279
4485c7ce|info:INFO_IKENX4_00011280
4485c7cf|info:INFO_IKENX4_00011281
4485c7d0|info:INFO_IKENX4_00011282
4485c7d1|info:INFO_IKENX4_00011283
4485c7d2|info:INFO_IKENX4_00011284
4485c7d3|info:INFO_IKENX4_00011285
4485c7d4|info:INFO_IKENX4_00011286
4485c7d5|info:INFO_IKENX4_00011287
4485c7d6|info:INFO_IKENX4_00011288
4485c7d7|info:INFO_IKENX4_00011289
4485c7ef|info:INFO_IKENX4_00011290
4485c7f0|info:INFO_IKENX4_00011291
4485c7f2|info:INFO_IKENX4_00011293
4485c7f4|info:INFO_IKENX4_00011295
4485c7f5|info:INFO_IKENX4_00011296
4485c7f6|info:INFO_IKENX4_00011297
4485c7f7|info:INFO_IKENX4_00011298
4485c7f8|info:INFO_IKENX4_00011299
4485cb07|info:INFO_IKENX4_00011300
4485cb08|info:INFO_IKENX4_00011301
4485cb09|info:INFO_IKENX4_00011302
4485cb0a|info:INFO_IKENX4_00011303
4485cb0b|info:INFO_IKENX4_00011304
4485cb0c|info:INFO_IKENX4_00011305
4485cb0d|info:INFO_IKENX4_00011306
4485cb0e|info:INFO_IKENX4_00011307
4485cb0f|info:INFO_IKENX4_00011308
4485cb10|info:INFO_IKENX4_00011309
4485cb28|info:INFO_IKENX4_00011310
4485cb29|info:INFO_IKENX4_00011311
4485cb2b|info:INFO_IKENX4_00011313
4485cb2c|info:INFO_IKENX4_00011314
4485cb2e|info:INFO_IKENX4_00011316
4485cb2f|info:INFO_IKENX4_00011317
4485cb30|info:INFO_IKENX4_00011318
4485cb31|info:INFO_IKENX4_00011319
4485cb49|info:INFO_IKENX4_00011320
4485cb4a|info:INFO_IKENX4_00011321
4485cb4b|info:INFO_IKENX4_00011322
4485cb4c|info:INFO_IKENX4_00011323
4485cb4d|info:INFO_IKENX4_00011324
4485cb4e|info:INFO_IKENX4_00011325
4485cb4f|info:INFO_IKENX4_00011326
4485cb50|info:INFO_IKENX4_00011327
4485cb51|info:INFO_IKENX4_00011328
4485cb52|info:INFO_IKENX4_00011329
4485cb6a|info:INFO_IKENX4_00011330
4485cb6c|info:INFO_IKENX4_00011332
4485cb6d|info:INFO_IKENX4_00011333
4485cb6e|info:INFO_IKENX4_00011334
4485cb6f|info:INFO_IKENX4_00011335
4485cb70|info:INFO_IKENX4_00011336
4485cb71|info:INFO_IKENX4_00011337
4485cb72|info:INFO_IKENX4_00011338
4485cb73|info:INFO_IKENX4_00011339
4485cb8b|info:INFO_IKENX4_00011340
4485cb8c|info:INFO_IKENX4_00011341
4485cb8d|info:INFO_IKENX4_00011342
4485cb8e|info:INFO_IKENX4_00011343
4485cb8f|info:INFO_IKENX4_00011344
4485cb90|info:INFO_IKENX4_00011345
4485cb91|info:INFO_IKENX4_00011346
4485cb92|info:INFO_IKENX4_00011347
4485cb93|info:INFO_IKENX4_00011348
4485cb94|info:INFO_IKENX4_00011349
4485cbac|info:INFO_IKENX4_00011350
4485cbad|info:INFO_IKENX4_00011351
4485cbae|info:INFO_IKENX4_00011352
4485cbaf|info:INFO_IKENX4_00011353
4485cbb0|info:INFO_IKENX4_00011354
4485cbb1|info:INFO_IKENX4_00011355
4485cbb2|info:INFO_IKENX4_00011356
4485cbb3|info:INFO_IKENX4_00011357
4485cbb4|info:INFO_IKENX4_00011358
4485cbb5|info:INFO_IKENX4_00011359
4485cbcd|info:INFO_IKENX4_00011360
4485cbce|info:INFO_IKENX4_00011361
4485cbcf|info:INFO_IKENX4_00011362
4485cbd0|info:INFO_IKENX4_00011363
4485cbd1|info:INFO_IKENX4_00011364
4485cbd2|info:INFO_IKENX4_00011365
4485cbd3|info:INFO_IKENX4_00011366
4485cbd4|info:INFO_IKENX4_00011367
4485cbd5|info:INFO_IKENX4_00011368
4485cbd6|info:INFO_IKENX4_00011369
4485cbee|info:INFO_IKENX4_00011370
4485cbef|info:INFO_IKENX4_00011371
4485cbf0|info:INFO_IKENX4_00011372
4485cbf1|info:INFO_IKENX4_00011373
4485cbf2|info:INFO_IKENX4_00011374
4485cbf3|info:INFO_IKENX4_00011375
4485cbf4|info:INFO_IKENX4_00011376
4485cbf5|info:INFO_IKENX4_00011377
4485cbf7|info:INFO_IKENX4_00011379
4485cc0f|info:INFO_IKENX4_00011380
4485cc10|info:INFO_IKENX4_00011381
4485cc11|info:INFO_IKENX4_00011382
4485cc12|info:INFO_IKENX4_00011383
4485cc13|info:INFO_IKENX4_00011384
4485cc14|info:INFO_IKENX4_00011385
4485cc15|info:INFO_IKENX4_00011386
4485cc16|info:INFO_IKENX4_00011387
4485cc17|info:INFO_IKENX4_00011388
4485cc18|info:INFO_IKENX4_00011389
4485cc30|info:INFO_IKENX4_00011390
4485cc31|info:INFO_IKENX4_00011391
4485cc32|info:INFO_IKENX4_00011392
4485cc33|info:INFO_IKENX4_00011393
4485cc34|info:INFO_IKENX4_00011394
4485cc35|info:INFO_IKENX4_00011395
4485cc36|info:INFO_IKENX4_00011396
4485cc37|info:INFO_IKENX4_00011397
4485cc38|info:INFO_IKENX4_00011398
4485cc39|info:INFO_IKENX4_00011399
4485cf48|info:INFO_IKENX4_00011400
4485cf49|info:INFO_IKENX4_00011401
4485cf4b|info:INFO_IKENX4_00011403
4485cf4c|info:INFO_IKENX4_00011404
4485cf4d|info:INFO_IKENX4_00011405
4485cf4e|info:INFO_IKENX4_00011406
4485cf4f|info:INFO_IKENX4_00011407
4485cf50|info:INFO_IKENX4_00011408
4485cf51|info:INFO_IKENX4_00011409
4485cf69|info:INFO_IKENX4_00011410
4485cf6a|info:INFO_IKENX4_00011411
4485cf6b|info:INFO_IKENX4_00011412
4485cf6c|info:INFO_IKENX4_00011413
4485cf6d|info:INFO_IKENX4_00011414
4485cf6e|info:INFO_IKENX4_00011415
4485cf6f|info:INFO_IKENX4_00011416
4485cf70|info:INFO_IKENX4_00011417
4485cf71|info:INFO_IKENX4_00011418
4485cf72|info:INFO_IKENX4_00011419
4485cf8a|info:INFO_IKENX4_00011420
4485cf8b|info:INFO_IKENX4_00011421
4485cf8c|info:INFO_IKENX4_00011422
4485cf8d|info:INFO_IKENX4_00011423
4485cf8e|info:INFO_IKENX4_00011424
4485cf8f|info:INFO_IKENX4_00011425
4485cf90|info:INFO_IKENX4_00011426
4485cf91|info:INFO_IKENX4_00011427
4485cf92|info:INFO_IKENX4_00011428
4485cf93|info:INFO_IKENX4_00011429
4485cfab|info:INFO_IKENX4_00011430
4485cfad|info:INFO_IKENX4_00011432
4485cfae|info:INFO_IKENX4_00011433
4485cfaf|info:INFO_IKENX4_00011434
4485cfb0|info:INFO_IKENX4_00011435
4485cfb1|info:INFO_IKENX4_00011436
4485cfb2|info:INFO_IKENX4_00011437
4485cfb3|info:INFO_IKENX4_00011438
4485cfb4|info:INFO_IKENX4_00011439
4485cfcc|info:INFO_IKENX4_00011440
4485cfcd|info:INFO_IKENX4_00011441
4485cfce|info:INFO_IKENX4_00011442
4485cfcf|info:INFO_IKENX4_00011443
4485cfd0|info:INFO_IKENX4_00011444
4485cfd1|info:INFO_IKENX4_00011445
4485cfd3|info:INFO_IKENX4_00011447
4485cfd4|info:INFO_IKENX4_00011448
4485cfd5|info:INFO_IKENX4_00011449
4485cfed|info:INFO_IKENX4_00011450
4485cfee|info:INFO_IKENX4_00011451
4485cfef|info:INFO_IKENX4_00011452
4485cff0|info:INFO_IKENX4_00011453
4485cff1|info:INFO_IKENX4_00011454
4485cff2|info:INFO_IKENX4_00011455
4485cff3|info:INFO_IKENX4_00011456
4485cff4|info:INFO_IKENX4_00011457
4485cff6|info:INFO_IKENX4_00011459
4485d00e|info:INFO_IKENX4_00011460
4485d00f|info:INFO_IKENX4_00011461
4485d010|info:INFO_IKENX4_00011462
4485d011|info:INFO_IKENX4_00011463
4485d012|info:INFO_IKENX4_00011464
4485d015|info:INFO_IKENX4_00011467
4485d016|info:INFO_IKENX4_00011468
4485d017|info:INFO_IKENX4_00011469
4485d02f|info:INFO_IKENX4_00011470
4485d030|info:INFO_IKENX4_00011471
4485d031|info:INFO_IKENX4_00011472
4485d032|info:INFO_IKENX4_00011473
4485d034|info:INFO_IKENX4_00011475
4485d035|info:INFO_IKENX4_00011476
4485d036|info:INFO_IKENX4_00011477
4485d037|info:INFO_IKENX4_00011478
4485d038|info:INFO_IKENX4_00011479
4485d050|info:INFO_IKENX4_00011480
4485d051|info:INFO_IKENX4_00011481
4485d052|info:INFO_IKENX4_00011482
4485d053|info:INFO_IKENX4_00011483
4485d054|info:INFO_IKENX4_00011484
4485d055|info:INFO_IKENX4_00011485
4485d056|info:INFO_IKENX4_00011486
4485d057|info:INFO_IKENX4_00011487
4485d058|info:INFO_IKENX4_00011488
4485d059|info:INFO_IKENX4_00011489
4485d071|info:INFO_IKENX4_00011490
4485d072|info:INFO_IKENX4_00011491
4485d073|info:INFO_IKENX4_00011492
4485d074|info:INFO_IKENX4_00011493
4485d075|info:INFO_IKENX4_00011494
4485d076|info:INFO_IKENX4_00011495
4485d077|info:INFO_IKENX4_00011496
4485d078|info:INFO_IKENX4_00011497
4485d079|info:INFO_IKENX4_00011498
4485d07a|info:INFO_IKENX4_00011499
4485d389|info:INFO_IKENX4_00011500
4485d38a|info:INFO_IKENX4_00011501
4485d38b|info:INFO_IKENX4_00011502
4485d38d|info:INFO_IKENX4_00011504
4485d38e|info:INFO_IKENX4_00011505
4485d38f|info:INFO_IKENX4_00011506
4485d390|info:INFO_IKENX4_00011507
4485d391|info:INFO_IKENX4_00011508
4485d392|info:INFO_IKENX4_00011509
4485d3aa|info:INFO_IKENX4_00011510
4485d3ac|info:INFO_IKENX4_00011512
4485d3ad|info:INFO_IKENX4_00011513
4485d3ae|info:INFO_IKENX4_00011514
4485d3af|info:INFO_IKENX4_00011515
